AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
"0,323666538","0,538020086","0,815877571","0,346724055","0,382113821","0,302247728","0,947871832","0,275944524","0,521759923","0,457197513","0,210425634","0,835007174","0,451936872","0,178861789","0,302247728","0,275944524","0,538020086","0,210425634","0,178861789","0,778574845","0,214729794","0,428503109","0,300813008","0,432329029","0,730750837","0,606408417","0,829746533","0,838833094","0,459110473","0,652797704","0,711142994","0,587757054","0,833094213","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,56001913","0,821616451","0,818747011","0,209947394"
"0,323698593","0,443806791","0,306551889","0,823529412","0,18890483","0,49736968","0,140124342","0,664275466","0,521759923","0,729316117","0,912482066","0,635581062","0,222381636","0,765184122","0,49736968","0,664275466","0,443806791","0,912482066","0,765184122","0,493543759","0,164992826","0,370636059","0,361071258","0,835007174","0,983261597","0,733620277","0,62505978","0,727881396","0,841702535","0,619320899","0,378287901","0,441415591","0,670970827","0,721186035","0,826398852","0,805356289","0,848876136","0,889048302","0,816834051","0,307986609","0,2482066","0,457197513"
"0,84832711","0,603538977","0,37398374","0,346724055","0,590626495","0,341941655","0,298900048","0,276901004","0,62362506","0,658058345","0,244380679","0,635581062","0,957914873","0,243424199","0,341941655","0,276901004","0,603538977","0,244380679","0,243424199","0,709230033","0,355332377","0,339072214","0,245815399","0,286465806","0,306551889","0,321377331","0,544715447","0,68723099","0,698230512","0,947393592","0,378287901","0,733142037","0,670970827","0,656623625","0,642276423","0,69057867","0,648971784","0,578192253","0,555714969","0,218555715","0,235294118","0,107125777"
"0,351332422","0,484935438","0,62362506","0,380200861","0,975131516","0,509325681","0,888570062","0,363462458","0,847441416","0,237207078","0,723577236","0,846484935","0,431850789","0,795313247","0,509325681","0,363462458","0,484935438","0,723577236","0,795313247","0,471066475","0,609756098","0,789096126","0,899091344","0,970827355","0,676231468","0,701099952","0,725011956","0,453371593","0,459110473","0,407938785","0,536585366","0,934002869","0,953610713","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,744619799","0,458153993","0,432807269","0,612625538"
"0,627181016","0,860832138","0,657580105","0,745576279","0,552845528","0,3758967","0,483022477","0,388330942","0,521759923","0,387852702","0,210425634","0,635581062","0,095169775","0,37637494","0,3758967","0,388330942","0,860832138","0,210425634","0,37637494","0,471066475","0,880439981","0,479196557","0,534672406","0,650884744","0,457197513","0,417981827","0,544715447","0,121472979","0,459110473","0,483500717","0,43998087","0,441415591","0,670970827","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,308943089","0,805356289","0,774270684","0,153515065"
"0,699399897","0,449067432","0,50310856","0,717838355","0,74796748","0,163079866","0,744141559","0,236250598","0,93830703","0,156384505","0,210425634","0,926829268","0,94021999","0,178861789","0,163079866","0,236250598","0,449067432","0,210425634","0,178861789","0,471066475","0,379244381","0,880439981","0,805834529","0,844093735","0,520325203","0,461023434","0,774748924","0,836441894","0,461501674","0,970349115","0,483022477","0,525107604","0,897656624","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,308943089","0,510282162","0,534194165","0,414155906"
"0,093201755","0,503586801","0,966044955","0,644189383","0,958871353","0,842180775","0,930176949","0,886657102","0,896700143","0,406982305","0,658536585","0,635581062","0,582496413","0,81109517","0,842180775","0,886657102","0,503586801","0,658536585","0,81109517","0,941654711","0,455762793","0,971305595","0,960306074","0,991869919","0,754662841","0,777618364","0,544715447","0,93830703","0,481587757","0,802008608","0,99904352","0,759445242","0,716403635","0,746054519","0,959827834","0,844093735","0,888091822","0,792443807","0,844093735","0,580105213","0,609756098","0,986609278"
"0,78453967","0,797704448","0,299378288","0,792443807","0,392635103","0,785270206","0,339072214","0,766140603","0,521759923","0,156384505","0,414634146","0,635581062","0,095169775","0,275466284","0,785270206","0,766140603","0,797704448","0,414634146","0,275466284","0,471066475","0,713534194","0,385461502","0,275466284","0,286465806","0,582496413","0,321377331","0,544715447","0,092778575","0,819703491","0,284552846","0,378287901","0,441415591","0,670970827","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,324246772","0,807269249","0,829268293","0,451936872"
"0,495761253","0,883787661","0,955045433","0,408895265","0,87804878","0,296987088","0,954088953","0,194165471","0,964131994","0,733142037","0,453849833","0,737924438","0,598756576","0,383070301","0,296987088","0,194165471","0,883787661","0,453849833","0,383070301","0,977044476","0,853658537","0,843615495","0,983739837","0,68770923","0,306551889","0,321377331","0,544715447","0,30989957","0,754662841","0,44045911","0,378287901","0,473935916","0,988043998","0,757532281","0,905308465","0,823051172","0,648971784","0,578192253","0,983739837","0,62697274","0,431850789","0,815877571"
"0,839869548","0,279770445","0,591582975","0,346724055","0,596843615","0,243424199","0,517934003","0,194165471","0,710186514","0,156384505","0,594930655","0,635581062","0,233859397","0,545671927","0,243424199","0,194165471","0,279770445","0,594930655","0,545671927","0,471066475","0,164992826","0,339072214","0,245815399","0,431372549","0,306551889","0,37302726","0,745576279","0,69010043","0,459110473","0,382113821","0,572931612","0,441415591","0,670970827","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,308943089","0,528455285","0,556193209","0,024390244"
"0,01","0,942132951","0,8770923","0,714968914","0,665231946","0,575322812","0,805834529","0,412721186","0,87422286","0,961740794",1,"0,962219034","0,996652319",1,"0,575322812","0,412721186","0,942132951",1,1,"0,908656145","0,933046389","0,835963654","0,800095648","0,613582018","0,717838355","0,321377331","0,867527499","0,956001913","0,459110473","0,713055954","0,885222382","0,739359158","0,970349115","0,989000478","0,966523195","0,975609756","0,978957437","0,884265901","0,611669058","0,905786705","0,915829747","0,991869919"
"0,684458089","0,354854137","0,476327116","0,547584888","0,18890483","0,461501674","0,140124342","0,574366332","0,521759923","0,414634146","0,210425634","0,635581062","0,661884266","0,178861789","0,461501674","0,574366332","0,354854137","0,210425634","0,178861789","0,471066475","0,25011956","0,861310378","0,835485414","0,286465806","0,384505022","0,345289335","0,544715447","0,971783835","0,459110473","0,818747011","0,925394548","0,441415591","0,670970827","0,985174558","0,955045433","0,881396461","0,963175514","0,871831659","0,983261597","0,554758489","0,582496413","0,807269249"
"0,641329606","0,279770445","0,350071736","0,346724055","0,792922047","0,43663319","0,507412721","0,218555715","0,521759923","0,514108082","0,385939742","0,635581062","0,296987088","0,364897178","0,43663319","0,218555715","0,279770445","0,385939742","0,364897178","0,912482066","0,164992826","0,505499761","0,419894787","0,496413199","0,412242946","0,512195122","0,665710187","0,631755141","0,459110473","0,586800574","0,378287901","0,607843137","0,670970827","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,863223338","0,319464371","0,358680057","0,164036346"
"0,787708906","0,450502152","0,379722621","0,899569584","0,18890483","0,43806791","0,140124342","0,582974653","0,521759923","0,868005739","0,532759445","0,635581062","0,31037781","0,602582496","0,43806791","0,582974653","0,450502152","0,532759445","0,602582496","0,471066475","0,767575323","0,386417982","0,56049737","0,612625538","0,515064562","0,643232903","0,652319464","0,172166428","0,950263032","0,284552846","0,378287901","0,441415591","0,670970827","0,656623625","0,642276423","0,552845528","0,797226208","0,857484457","0,839789574","0,148732664","0,151123864","0,31468197"
"0,071104383","0,279770445","0,239598278","0,346724055","0,18890483","0,539454806","0,265423242","0,601147776","0,521759923","0,806791009","0,830224773","0,635581062","0,757532281","0,903395505","0,539454806","0,601147776","0,279770445","0,830224773","0,903395505","0,471066475","0,407938785","0,540411286","0,679579149","0,667144907","0,859397418","0,995217599","0,544715447","0,445719751","0,469153515","0,829746533","0,378287901","0,547584888","0,670970827","0,656623625","0,642276423","0,904830225","0,648971784","0,891917743","0,308943089","0,246293639","0,296030607","0,466284075"
"0,6133696","0,478240077","0,399330464","0,672405548","0,18890483","0,283118125","0,140124342","0,194165471","0,521759923","0,156384505","0,210425634","0,635581062","0,483978957","0,178861789","0,283118125","0,194165471","0,478240077","0,210425634","0,178861789","0,471066475","0,209947394","0,339072214","0,245815399","0,286465806","0,306551889","0,321377331","0,544715447","0,240076518","0,459110473","0,679579149","0,378287901","0,74748924","0,670970827","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,579148733","0,977522716","0,982305117","0,093735055"
"0,713592942","0,882352941","0,545193687","0,819703491","0,87613582","0,702534672","0,243902439","0,465327594","0,817312291","0,341941655","0,518890483","0,635581062","0,412721186","0,827355332","0,702534672","0,465327594","0,882352941","0,518890483","0,827355332","0,923481588","0,450980392","0,339072214","0,245815399","0,31181253","0,657101865","0,882352941","0,847919656","0,726924916","0,952175992","0,991869919","0,407460545","0,819225251","0,670970827","0,951697752","0,642276423","0,552845528","0,648971784","0,578192253","0,805356289","0,268770923","0,286944046","0,660927786"
"0,442216055","0,955045433","0,792443807","0,346724055","0,895265423","0,295074127","0,969392635","0,318029651","0,822572932","0,754662841","0,50023912","0,666666667","0,095169775","0,178861789","0,295074127","0,318029651","0,955045433","0,50023912","0,178861789","0,471066475","0,736967958","0,920612147","0,901482544","0,903873745","0,739359158","0,536585366","0,544715447","0,100908656","0,459110473","0,284552846","0,489717838","0,950263032","0,973218556","0,656623625","0,642276423","0,552845528","0,648971784","0,81492109","0,308943089","0,227642276","0,151123864","0,643711143"
"0,01","0,923003348","0,978479197","0,601626016","0,597800096","0,695361071","0,710186514","0,696795791","0,887613582","0,156384505","0,985174558","0,635581062","0,343376375","0,992348159","0,695361071","0,696795791","0,923003348","0,985174558","0,992348159","0,471066475","0,967479675","0,591582975","0,706360593","0,960306074","0,987565758","0,851745576","0,734098517","0,584887614","0,510282162","0,780009565","0,703012912","0,441415591","0,670970827","0,656623625","0,642276423","0,552845528","0,648971784","0,886657102","0,658536585","0,702056432","0,675753228","0,799617408"
"0,459596505","0,848397896","0,444763271","0,913916786","0,416547107","0,801530368","0,596843615","0,779053085","0,796269727","0,883309421","0,464849354","0,958871353","0,363940698","0,453849833","0,801530368","0,779053085","0,848397896","0,464849354","0,453849833","0,798660928","0,981348637","0,339072214","0,245815399","0,286465806","0,306551889","0,321377331","0,544715447","0,092778575","0,755141081","0,596365375","0,99904352","0,441415591","0,670970827","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,421807747","0,846963176","0,900526064","0,781444285"
"0,676982388","0,674796748","0,634146341","0,958871353","0,932089909","0,799139168","0,958393113","0,669536107","0,614538498","0,494978479","0,720229555","0,635581062","0,799617408","0,678144429","0,799139168","0,669536107","0,674796748","0,720229555","0,678144429","0,823529412","0,973218556","0,888570062","0,895265423","0,286465806","0,306551889","0,762314682","0,954567193","0,918699187","0,459110473","0,712577714","0,81396461","0,965088474","0,946437111","0,806791009","0,908656145","0,961262554","0,966523195","0,578192253","0,492109039","0,640841703","0,723098996","0,978000956"
"0,27680382","0,994261119","0,987087518","0,537063606","0,18890483","0,538498326","0,747011","0,68723099","0,966044955","0,890483022","0,787661406","0,744141559","0,434241989","0,828790053","0,538498326","0,68723099","0,994261119","0,787661406","0,828790053","0,523672884","0,901960784","0,351984696","0,571496891","0,982783357","0,792922047","0,774748924","0,766618843","0,566236251","0,830703013","0,582018173","0,841224295","0,441415591","0,670970827","0,656623625","0,642276423","0,651362984","0,648971784","0,578192253","0,56097561","0,218077475","0,322812052","0,783835485"
"0,789607684","0,279770445","0,455762793","0,765184122","0,797226208","0,700143472","0,322333812","0,707795313","0,521759923","0,25251076","0,210425634","0,635581062","0,31181253","0,178861789","0,700143472","0,707795313","0,279770445","0,210425634","0,178861789","0,471066475","0,801052128","0,662840746","0,580583453","0,292682927","0,307030129","0,321377331","0,544715447","0,094213295","0,644667623","0,284552846","0,378287901","0,549976088","0,68818747","0,656623625","0,642276423","0,552845528","0,800573888","0,791009087","0,360593018","0,734098517","0,775705404","0,405547585"
"0,543709986","0,778574845","0,926829268","0,346724055","0,849832616","0,178861789","0,87613582","0,241511239","0,956001913","0,802965088","0,404112865","0,920133907","0,129603061","0,56097561","0,178861789","0,241511239","0,778574845","0,404112865","0,56097561","0,471066475","0,558584409","0,854136777","0,924916308","0,774270684","0,584887614","0,533237685","0,544715447","0,3735055","0,459110473","0,414155906","0,378287901","0,868483979","0,895265423","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,714490674","0,440937351","0,566714491","0,423720708"
"0,632451464","0,659014825","0,513151602","0,455762793","0,87661406","0,791009087","0,953132473","0,840746055","0,566714491","0,772835964","0,527020564","0,635581062","0,548063128","0,533715925","0,791009087","0,840746055","0,659014825","0,527020564","0,533715925","0,925394548","0,212338594","0,650406504","0,522238164","0,721186035","0,306551889","0,321377331","0,544715447","0,845050215","0,479196557","0,284552846","0,531324725","0,790530846","0,670970827","0,656623625","0,831181253","0,896700143","0,861310378","0,578192253","0,964131994","0,31181253","0,421329507","0,777140124"
"0,707395497","0,37733142","0,092300335","0,911525586","0,355810617","0,163079866","0,163079866","0,194165471","0,521759923","0,763271162","0,531324725","0,635581062","0,37302726","0,50263032","0,163079866","0,194165471","0,37733142","0,531324725","0,50263032","0,822572932","0,164992826","0,339072214","0,287900526","0,779531325","0,62362506","0,547106648","0,544715447","0,609756098","0,539933046","0,441415591","0,566714491","0,744619799","0,670970827","0,656623625","0,778574845","0,799617408","0,87565758","0,892874223","0,838354854","0,880439981","0,831181253","0,218555715"
"0,830091241","0,990435198","0,397417504","0,346724055","0,18890483","0,75274988","0,140124342","0,770923003","0,521759923","0,722142516","0,320899091","0,68914395","0,340028694","0,362984218","0,75274988","0,770923003","0,990435198","0,320899091","0,362984218","0,603538977","0,396461023","0,339072214","0,264945002","0,457675753","0,306551889","0,321377331","0,601626016","0,092778575","0,955523673","0,284552846","0,807269249","0,761358202","0,670970827","0,656623625","0,642276423","0,552845528","0,660927786","0,578192253","0,834050693","0,961740794","0,975131516","0,713534194"
"0,090855195","0,357723577","0,092300335","0,785270206","0,18890483","0,978479197","0,446676231","0,862745098","0,521759923","0,197034912","0,844571975","0,635581062","0,736489718","0,900047824","0,978479197","0,862745098","0,357723577","0,844571975","0,900047824","0,471066475","0,164992826","0,339072214","0,423242468","0,730750837","0,93543759","0,971305595","0,544715447","0,719751315","0,596365375","0,879961741","0,378287901","0,763271162","0,670970827","0,656623625","0,642276423","0,552845528","0,648971784","0,715925395","0,587757054","0,200382592","0,295552367","0,7517934"
"0,468058386","0,325681492","0,406025825","0,346724055","0,18890483","0,909612626","0,68483979","0,961740794","0,521759923","0,361071258","0,967479675","0,635581062","0,922046868","0,928742229","0,909612626","0,961740794","0,325681492","0,967479675","0,928742229","0,471066475","0,483978957","0,339072214","0,440937351","0,316116691","0,932568149","0,889526542","0,544715447","0,912003826","0,459110473","0,704925873","0,378287901","0,839789574","0,670970827","0,973218556","0,642276423","0,552845528","0,754184601","0,775227164","0,958871353","0,484935438","0,649928264","0,913438546"
"0,721837022","0,279770445","0,092300335","0,346724055","0,634146341","0,698230512","0,585365854","0,797226208","0,521759923","0,156384505","0,210425634","0,635581062","0,946437111","0,178861789","0,698230512","0,797226208","0,279770445","0,210425634","0,178861789","0,884265901","0,304160689","0,717360115","0,590626495","0,286465806","0,306551889","0,321377331","0,544715447","0,557149689","0,823051172","0,708273553","0,378287901","0,441415591","0,714490674","0,656623625","0,839789574","0,772835964","0,648971784","0,578192253","0,308943089","0,148732664","0,151123864","0,49832616"
"0,677098574","0,352462936","0,391200383","0,919655667","0,93687231","0,868962219","0,777140124","0,852223816","0,521759923","0,156384505","0,25155428","0,635581062","0,095169775","0,198469632","0,868962219","0,852223816","0,352462936","0,25155428","0,198469632","0,471066475","0,897656624","0,339072214","0,245815399","0,286465806","0,369679579","0,321377331","0,544715447","0,092778575","0,459110473","0,284552846","0,378287901","0,441415591","0,670970827","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,308943089","0,930176949","0,941654711","0,734576758"
"0,694986446","0,87517934","0,483500717","0,346724055","0,488761358","0,696795791","0,538498326","0,294117647","0,521759923","0,915351506","0,986131038","0,833094213","0,932568149","0,902917264","0,696795791","0,294117647","0,87517934","0,986131038","0,902917264","0,899091344","0,418938307","0,902439024","0,581061693","0,286465806","0,81157341","0,693926351","0,916307987","0,994261119","0,809182209","0,798660928","0,829746533","0,443328551","0,942132951","0,991391679","0,962697274","0,969392635","0,983739837","0,884744142","0,831659493","0,955045433","0,967479675","0,971783835"
"0,923583233","0,279770445","0,393591583","0,346724055","0,18890483","0,163079866","0,266379723","0,225729316","0,521759923","0,156384505","0,210425634","0,635581062","0,154949785","0,178861789","0,163079866","0,225729316","0,279770445","0,210425634","0,178861789","0,569583931","0,31181253","0,339072214","0,245815399","0,286465806","0,306551889","0,321377331","0,544715447","0,587757054","0,900047824","0,330942133","0,771879484","0,441415591","0,709708274","0,656623625","0,642276423","0,754662841","0,890483022","0,657580105","0,549976088","0,148732664","0,151123864","0,052606408"
"0,637621901","0,762792922","0,321377331","0,960306074","0,771879484","0,825442372","0,50310856","0,87757054","0,521759923","0,156384505","0,210425634","0,635581062","0,101386896","0,278335725","0,825442372","0,87757054","0,762792922","0,210425634","0,278335725","0,471066475","0,975609756","0,742706839","0,714490674","0,724055476","0,472501196","0,524151124","0,544715447","0,092778575","0,459110473","0,43950263","0,378287901","0,913438546","0,892395983","0,656623625","0,642276423","0,552845528","0,659014825","0,578192253","0,308943089","0,948828312","0,948350072","0,800095648"
"0,725439858","0,477283596","0,092300335","0,346724055","0,678144429","0,652797704","0,775705404","0,632233381","0,521759923","0,75274988","0,418938307","0,635581062","0,979435677","0,385461502","0,652797704","0,632233381","0,477283596","0,418938307","0,385461502","0,471066475","0,285031086","0,49832616","0,347202296","0,505978001","0,306551889","0,321377331","0,845528455","0,946915352","0,780009565","0,887135342","0,526064084","0,697274032","0,670970827","0,69010043","0,912960306","0,602582496","0,87757054","0,866571019","0,308943089","0,692013391","0,56145385","0,533237685"
"0,788110726","0,853658537","0,242945959","0,62266858","0,553802009","0,389765662","0,384026781","0,194165471","0,792922047","0,868962219","0,553802009","0,635581062","0,345289335","0,304160689","0,389765662","0,194165471","0,853658537","0,553802009","0,304160689","0,81061693","0,253945481","0,866092779","0,898134864","0,50310856","0,306551889","0,321377331","0,879483501","0,856049737","0,976566236","0,284552846","0,840746055","0,441415591","0,711142994","0,887613582","0,895265423","0,834528934","0,93591583","0,578192253","0,789574366","0,600669536","0,644189383","0,547584888"
"0,792509498","0,68770923","0,629363941","0,508369201","0,714968914","0,504543281","0,804399809","0,194165471","0,621712099","0,156384505","0,852702056","0,889526542","0,31516021","0,908656145","0,504543281","0,194165471","0,68770923","0,852702056","0,908656145","0,714490674","0,262075562","0,664753706","0,641319943","0,770923003","0,924916308","0,862266858","0,794356767","0,785270206","0,933524629","0,284552846","0,805356289","0,637015782","0,858919177","0,656623625","0,642276423","0,552845528","0,648971784","0,837876614","0,308943089","0,407938785","0,487804878","0,486370158"
"0,865018693","0,279770445","0,50023912","0,541367767","0,804878049","0,833094213","0,284074605","0,711621234","0,521759923","0,156384505","0,220946915","0,635581062","0,150167384","0,178861789","0,833094213","0,711621234","0,279770445","0,220946915","0,178861789","0,471066475","0,18747011","0,339072214","0,245815399","0,286465806","0,306551889","0,321377331","0,544715447","0,092778575","0,459110473","0,360114778","0,378287901","0,441415591","0,774748924","0,656623625","0,642276423","0,552845528","0,648971784","0,578192253","0,331420373","0,966044955","0,979435677","0,487804878"
"0,750974037","0,650884744","0,659493066","0,346724055","0,366810139","0,418938307","0,140124342","0,542802487","0,81492109","0,5011956","0,210425634","0,635581062","0,606408417","0,268770923","0,418938307","0,542802487","0,650884744","0,210425634","0,268770923","0,650884744","0,757532281","0,394069823","0,455762793","0,818268771","0,306551889","0,321377331","0,544715447","0,910569106","0,459110473","0,964610234","0,378287901","0,441415591","0,670970827","0,656623625","0,903395505","0,791009087","0,664753706","0,619799139","0,606886657","0,148732664","0,151123864","0,286465806"
"0,67878559","0,505499761","0,401243424","0,732185557","0,714490674","0,233381157","0,860832138","0,215208034","0,521759923","0,824964132","0,746054519","0,783357245","0,477283596","0,663797226","0,233381157","0,215208034","0,505499761","0,746054519","0,663797226","0,974175036","0,523672884","0,787661406","0,802486848","0,446197991","0,791965567","0,766618843","0,781922525","0,37207078","0,981348637","0,390722143","0,673840268","0,507412721","0,902439024","0,789574366","0,642276423","0,661884266","0,648971784","0,578192253","0,432807269","0,645145863","0,639885222","0,393591583"
"0,692049415","0,792922047","0,87374462","0,346724055","0,672405548","0,163079866","0,324725012","0,194165471","0,778096604","0,308943089","0,303682449","0,635581062","0,732185557","0,289813486","0,163079866","0,194165471","0,792922047","0,303682449","0,289813486","0,471066475","0,164992826","0,778574845","0,866092779","0,463892874","0,306551889","0,321377331","0,544715447","0,340028694","0,459110473","0,284552846","0,378287901","0,441415591","0,670970827","0,656623625","0,642276423","0,770923003","0,648971784","0,578192253","0,784313725","0,191774271","0,207077953","0,194165471"
"0,025337165","0,50215208","0,099473936","0,346724055","0,784791966","0,163079866","0,284552846","0,194165471","0,521759923","0,193208991","0,885222382","0,841224295","0,095169775","0,826877092","0,163079866","0,194165471","0,50215208","0,885222382","0,826877092","0,783835485","0,164992826","0,339072214","0,245815399","0,62458154","0,879483501","0,765184122","0,544715447","0,463892874","0,459110473","0,302725968","0,678144429","0,889526542","0,670970827","0,882352941","0,642276423","0,552845528","0,648971784","0,846484935","0,976566236","0,578670493","0,596843615","0,31085605"
"0,722694864","0,279770445","0,276901004","0,670492587","0,18890483","0,163079866","0,140124342","0,362027738","0,521759923","0,43998087","0,401721664","0,700143472","0,496413199","0,284552846","0,163079866","0,362027738","0,279770445","0,401721664","0,284552846","0,471066475","0,496413199","0,705404113","0,714012434","0,517455763","0,441893831","0,321377331","0,739837398","0,794356767","0,745098039","0,43806791","0,378287901","0,441415591","0,739837398","0,656623625","0,642276423","0,552845528","0,798182688","0,650884744","0,537541846","0,809182209","0,553323769","0,077953132"
"0,740686636","0,44045911","0,658536585","0,661884266","0,611669058","0,764705882","0,245337159","0,547106648","0,659014825","0,445719751","0,333811573","0,635581062","0,480631277","0,178861789","0,764705882","0,547106648","0,44045911","0,333811573","0,178861789","0,772835964","0,371592539","0,681013869","0,726924916","0,663318986","0,779531325","0,532759445","0,991391679","0,466762315","0,835007174","0,649928264","0,99904352","0,909612626","0,670970827","0,992826399",1,1,"0,993304639","0,93687231","0,493065519","0,24916308","0,350071736","0,957436633"
"0,891983576","0,403634625","0,296508847","0,348637016","0,18890483","0,163079866","0,218555715","0,194165471","0,521759923","0,368244859","0,210425634","0,671927308","0,906743185","0,178861789","0,163079866","0,194165471","0,403634625","0,210425634","0,178861789","0,471066475","0,340028694","0,339072214","0,245815399","0,286465806","0,306551889","0,321377331","0,825920612","0,87517934","0,459110473","0,595408895","0,550454328","0,441415591","0,670970827","0,656623625","0,732663797","0,552845528","0,723577236","0,578192253","0,308943089","0,148732664","0,151123864","0,056432329"
"0,810287035","0,417025347","0,290291726","0,566714491","0,504065041","0,163079866","0,463892874","0,194165471","0,821616451","0,156384505","0,552367288","0,635581062","0,431372549","0,483500717","0,163079866","0,194165471","0,417025347","0,552367288","0,483500717","0,471066475","0,345289335","0,605930177","0,276422764","0,819225251","0,329029173","0,321377331","0,901960784","0,796269727","0,68770923","0,506934481","0,860353898","0,871353419","0,670970827","0,971783835","0,684361549","0,721186035","0,950263032","0,81539933","0,778574845","0,31133429","0,151123864","0,351984696"
"0,851375966","0,279770445","0,18651363","0,588713534","0,680535629","0,232902917","0,156384505","0,24725012","0,521759923","0,458153993","0,728837877","0,635581062","0,167862267","0,681970349","0,232902917","0,24725012","0,279770445","0,728837877","0,681970349","0,842180775","0,428981349","0,339072214","0,245815399","0,553323769","0,426111908","0,428024868","0,544715447","0,692013391","0,672405548","0,284552846","0,378287901","0,446197991","0,670970827","0,75274988","0,794356767","0,852223816","0,773792444","0,578192253","0,453849833","0,432807269","0,354375897","0,047824008"
"0,621231114","0,37446198","0,112386418","0,346724055","0,476327116","0,255380201","0,892874223","0,244858919","0,897656624","0,190817791","0,381157341","0,635581062","0,241032999","0,388330942","0,255380201","0,244858919","0,37446198","0,381157341","0,388330942","0,991869919","0,385461502","0,763271162","0,745576279","0,479196557","0,306551889","0,321377331","0,880439981","0,182209469","0,468675275","0,388809182","0,378287901","0,928263989","0,670970827","0,851267336","0,820659971","0,739837398","0,862745098","0,87326638","0,397895744","0,762792922","0,780009565","0,347202296"
"0,861274627","0,643711143","0,31085605","0,346724055","0,399808704","0,775705404","0,696317551","0,732185557","0,521759923","0,400286944","0,853180297","0,635581062","0,164036346","0,816355811","0,775705404","0,732185557","0,643711143","0,853180297","0,816355811","0,732185557","0,465327594","0,339072214","0,260640842","0,600191296","0,574366332","0,472022956","0,544715447","0,147776184","0,879005261","0,818268771","0,476327116","0,483500717","0,676231468","0,920612147","0,913916786","0,649450024","0,648971784","0,692969871","0,846963176","0,148732664","0,151123864","0,573888092"
"0,517291097","0,707317073","0,713534194","0,737446198","0,62219034","0,731707317","0,140124342","0,818747011","0,521759923","0,156384505","0,212338594","0,635581062","0,927785748","0,178861789","0,731707317","0,818747011","0,707317073","0,212338594","0,178861789","0,471066475","0,866571019","0,557149689","0,576757532","0,286465806","0,306551889","0,321377331","0,544715447","0,521281683","0,839311334","0,494500239","0,378287901","0,441415591","0,670970827","0,656623625","0,642276423","0,668101387","0,648971784","0,578192253","0,308943089","0,148732664","0,151123864","0,570062171"
"0,01","0,279770445","0,474892396","0,958393113","0,441415591",1,"0,802965088","0,994739359","0,861310378","0,803443329","0,484457198","0,839311334","0,492587279","0,571496891",1,"0,994739359","0,279770445","0,484457198","0,571496891","0,471066475","0,612625538","0,384505022","0,245815399","0,833572453","0,835485414","0,848397896","0,544715447","0,821616451","0,87757054","0,460545194","0,378287901","0,854136777","0,670970827","0,866092779","0,642276423","0,552845528","0,956958393","0,859875658","0,746532759","0,650884744","0,736967958","0,908656145"
"0,585732114","0,380679101","0,719273075","0,941176471","0,412242946","0,163079866","0,818747011","0,362984218","0,87804878","0,891439503","0,355332377","0,987087518","0,523194644","0,272118604","0,163079866","0,362984218","0,380679101","0,355332377","0,272118604","0,775705404","0,387852702","0,479674797","0,432807269","0,286465806","0,618842659","0,605451937","0,982783357","0,295552367","0,978000956","0,351028216","0,824007652","0,441415591","0,670970827","0,656623625","0,834050693","0,74796748","0,920133907","0,778574845","0,308943089","0,342419895","0,348637016","0,397895744"
"0,572731136","0,279770445","0,319942611","0,346724055","0,18890483","0,866571019","0,176470588","0,705404113","0,74796748","0,156384505","0,589670014","0,762792922","0,959827834","0,305595409","0,866571019","0,705404113","0,279770445","0,589670014","0,305595409","0,476805356","0,351984696","0,339072214","0,619320899","0,788617886","0,636537542","0,455284553","0,544715447","0,977522716","0,945958871","0,488761358","0,400286944","0,589191774","0,670970827","0,925872788","0,642276423","0,552845528","0,902917264","0,867049259","0,486848398","0,526542324","0,515064562","0,672405548"
